Date,country,lat,long,confirmed,death,recovered
2020-06-07,Chile,-35.6751,-71.543,6405,96,4333
2020-06-08,Chile,-35.6751,-71.543,4696,627,4098
2020-06-09,Chile,-35.6751,-71.543,3913,19,5113
2020-06-10,Chile,-35.6751,-71.543,5697,192,4419
2020-06-11,Chile,-35.6751,-71.543,5636,173,4664
2020-06-12,Chile,-35.6751,-71.543,6754,222,4914
2020-06-13,Chile,-35.6751,-71.543,6509,231,5938
2020-06-14,Chile,-35.6751,-71.543,6938,222,6408
2020-06-15,Chile,-35.6751,-71.543,5143,39,5088
2020-06-16,Chile,-35.6751,-71.543,5013,21,7440
2020-06-17,Chile,-35.6751,-71.543,36179,232,25699
2020-06-18,Chile,-35.6751,-71.543,4475,226,4510
2020-06-19,Chile,-35.6751,-71.543,6290,252,5050
2020-06-20,Chile,-35.6751,-71.543,5355,202,5118
2020-06-21,Chile,-35.6751,-71.543,5607,184,3960
2020-06-22,Chile,-35.6751,-71.543,4608,23,4828
2020-06-23,Chile,-35.6751,-71.543,3804,3,5173
2020-06-24,Chile,-35.6751,-71.543,3649,226,4523
2020-06-25,Chile,-35.6751,-71.543,4648,172,4234
2020-06-26,Chile,-35.6751,-71.543,4296,165,4104
2020-06-27,Chile,-35.6751,-71.543,4406,279,4624
2020-06-28,Chile,-35.6751,-71.543,4216,162,4155
2020-06-29,Chile,-35.6751,-71.543,4017,66,3944
2020-06-30,Chile,-35.6751,-71.543,3394,113,5075
2020-07-01,Chile,-35.6751,-71.543,2650,65,4214
2020-07-02,Chile,-35.6751,-71.543,2498,167,3804
2020-07-03,Chile,-35.6751,-71.543,3548,131,4096
2020-07-04,Chile,-35.6751,-71.543,3758,141,4108
2020-07-05,Chile,-35.6751,-71.543,3685,116,3588
2020-07-06,Chile,-35.6751,-71.543,3025,76,3339
2020-07-07,Chile,-35.6751,-71.543,2462,50,3873
2020-07-08,Chile,-35.6751,-71.543,2064,139,3490
2020-01-22,Ecuador,-1.8312,-78.1834,0,0,0
2020-01-23,Ecuador,-1.8312,-78.1834,0,0,0
2020-01-24,Ecuador,-1.8312,-78.1834,0,0,0
2020-01-25,Ecuador,-1.8312,-78.1834,0,0,0
2020-01-26,Ecuador,-1.8312,-78.1834,0,0,0
2020-01-27,Ecuador,-1.8312,-78.1834,0,0,0
2020-01-28,Ecuador,-1.8312,-78.1834,0,0,0
2020-01-29,Ecuador,-1.8312,-78.1834,0,0,0
2020-01-30,Ecuador,-1.8312,-78.1834,0,0,0
2020-01-31,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-01,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-02,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-03,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-04,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-05,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-06,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-07,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-08,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-09,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-10,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-11,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-12,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-13,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-14,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-15,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-16,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-17,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-18,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-19,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-20,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-21,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-22,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-23,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-24,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-25,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-26,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-27,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-28,Ecuador,-1.8312,-78.1834,0,0,0
2020-02-29,Ecuador,-1.8312,-78.1834,0,0,0
2020-03-01,Ecuador,-1.8312,-78.1834,6,0,0
2020-03-02,Ecuador,-1.8312,-78.1834,0,0,0
2020-03-03,Ecuador,-1.8312,-78.1834,1,0,0
2020-03-04,Ecuador,-1.8312,-78.1834,3,0,0
2020-03-05,Ecuador,-1.8312,-78.1834,3,0,0
2020-03-06,Ecuador,-1.8312,-78.1834,0,0,0
2020-03-07,Ecuador,-1.8312,-78.1834,0,0,0
2020-03-08,Ecuador,-1.8312,-78.1834,1,0,0
2020-03-09,Ecuador,-1.8312,-78.1834,1,0,0
2020-03-10,Ecuador,-1.8312,-78.1834,0,0,0
2020-03-11,Ecuador,-1.8312,-78.1834,2,0,0
2020-03-12,Ecuador,-1.8312,-78.1834,0,0,0
2020-03-13,Ecuador,-1.8312,-78.1834,0,0,0
2020-03-14,Ecuador,-1.8312,-78.1834,11,2,0
2020-03-15,Ecuador,-1.8312,-78.1834,0,0,0
2020-03-16,Ecuador,-1.8312,-78.1834,9,0,0
2020-03-17,Ecuador,-1.8312,-78.1834,21,0,0
2020-03-18,Ecuador,-1.8312,-78.1834,53,0,0
2020-03-19,Ecuador,-1.8312,-78.1834,88,1,0
2020-03-20,Ecuador,-1.8312,-78.1834,168,2,0
2020-03-21,Ecuador,-1.8312,-78.1834,139,2,3
2020-03-22,Ecuador,-1.8312,-78.1834,283,7,0
2020-03-23,Ecuador,-1.8312,-78.1834,192,4,0
2020-03-24,Ecuador,-1.8312,-78.1834,101,9,0
2020-03-25,Ecuador,-1.8312,-78.1834,91,1,0
2020-03-26,Ecuador,-1.8312,-78.1834,230,6,0
2020-03-27,Ecuador,-1.8312,-78.1834,192,2,0
2020-03-28,Ecuador,-1.8312,-78.1834,228,12,0
2020-03-29,Ecuador,-1.8312,-78.1834,101,10,0
2020-03-30,Ecuador,-1.8312,-78.1834,38,2,0
2020-03-31,Ecuador,-1.8312,-78.1834,278,15,51
2020-04-01,Ecuador,-1.8312,-78.1834,508,18,4
2020-04-02,Ecuador,-1.8312,-78.1834,415,27,7
2020-04-03,Ecuador,-1.8312,-78.1834,205,25,0
2020-04-04,Ecuador,-1.8312,-78.1834,97,27,35
2020-04-05,Ecuador,-1.8312,-78.1834,181,8,0
2020-04-06,Ecuador,-1.8312,-78.1834,101,11,0
2020-04-07,Ecuador,-1.8312,-78.1834,0,0,0
2020-04-08,Ecuador,-1.8312,-78.1834,703,51,40
2020-04-09,Ecuador,-1.8312,-78.1834,515,30,199
2020-04-10,Ecuador,-1.8312,-78.1834,2196,25,29
2020-04-11,Ecuador,-1.8312,-78.1834,96,18,43
2020-04-12,Ecuador,-1.8312,-78.1834,209,18,90
2020-04-13,Ecuador,-1.8312,-78.1834,63,22,96
2020-04-14,Ecuador,-1.8312,-78.1834,74,14,99
2020-04-15,Ecuador,-1.8312,-78.1834,255,19,84
2020-04-16,Ecuador,-1.8312,-78.1834,367,15,58
2020-04-17,Ecuador,-1.8312,-78.1834,225,18,0
2020-04-18,Ecuador,-1.8312,-78.1834,572,35,170
2020-04-19,Ecuador,-1.8312,-78.1834,446,18,53
2020-04-20,Ecuador,-1.8312,-78.1834,660,33,89
2020-04-21,Ecuador,-1.8312,-78.1834,270,13,57
2020-04-22,Ecuador,-1.8312,-78.1834,452,17,55
2020-04-23,Ecuador,-1.8312,-78.1834,333,23,66
2020-04-24,Ecuador,-1.8312,-78.1834,11536,16,38
2020-04-25,Ecuador,-1.8312,-78.1834,0,0,0
2020-04-26,Ecuador,-1.8312,-78.1834,0,0,0
2020-04-27,Ecuador,-1.8312,-78.1834,521,87,191
2020-04-28,Ecuador,-1.8312,-78.1834,1018,208,0
2020-04-29,Ecuador,-1.8312,-78.1834,417,12,0
2020-04-30,Ecuador,-1.8312,-78.1834,259,17,1
2020-05-01,Ecuador,-1.8312,-78.1834,1402,163,355
2020-05-02,Ecuador,-1.8312,-78.1834,1128,308,219
2020-05-03,Ecuador,-1.8312,-78.1834,2074,193,1168
2020-05-04,Ecuador,-1.8312,-78.1834,2343,5,133
2020-05-05,Ecuador,-1.8312,-78.1834,0,0,0
2020-05-06,Ecuador,-1.8312,-78.1834,0,49,0
2020-05-07,Ecuador,-1.8312,-78.1834,1583,36,0
2020-05-08,Ecuador,-1.8312,-78.1834,1480,50,0
2020-05-09,Ecuador,-1.8312,-78.1834,253,13,0
2020-05-10,Ecuador,-1.8312,-78.1834,488,410,0
2020-05-11,Ecuador,-1.8312,-78.1834,50,18,0
2020-05-12,Ecuador,-1.8312,-78.1834,910,182,0
2020-05-13,Ecuador,-1.8312,-78.1834,67,7,0
2020-05-14,Ecuador,-1.8312,-78.1834,16,4,0
2020-05-15,Ecuador,-1.8312,-78.1834,965,256,0
2020-05-16,Ecuador,-1.8312,-78.1834,1296,94,0
2020-05-17,Ecuador,-1.8312,-78.1834,419,48,0
2020-05-18,Ecuador,-1.8312,-78.1834,400,63,0
2020-05-19,Ecuador,-1.8312,-78.1834,569,40,24
2020-05-20,Ecuador,-1.8312,-78.1834,703,49,100
2020-05-21,Ecuador,-1.8312,-78.1834,452,51,0
2020-05-22,Ecuador,-1.8312,-78.1834,522,117,0
2020-05-23,Ecuador,-1.8312,-78.1834,430,40,0
2020-05-24,Ecuador,-1.8312,-78.1834,498,12,3
2020-05-25,Ecuador,-1.8312,-78.1834,599,95,14443
2020-05-26,Ecuador,-1.8312,-78.1834,0,0,0
2020-05-27,Ecuador,-1.8312,-78.1834,748,72,422
2020-05-28,Ecuador,-1.8312,-78.1834,368,38,0
2020-05-29,Ecuador,-1.8312,-78.1834,100,21,765
2020-05-30,Ecuador,-1.8312,-78.1834,0,0,0
2020-05-31,Ecuador,-1.8312,-78.1834,527,24,402
2020-06-01,Ecuador,-1.8312,-78.1834,0,0,0
2020-06-02,Ecuador,-1.8312,-78.1834,1316,80,427
2020-06-03,Ecuador,-1.8312,-78.1834,552,48,0
2020-06-04,Ecuador,-1.8312,-78.1834,0,0,0
2020-06-05,Ecuador,-1.8312,-78.1834,609,48,549
2020-06-06,Ecuador,-1.8312,-78.1834,1153,74,452
2020-06-07,Ecuador,-1.8312,-78.1834,392,13,0
2020-06-08,Ecuador,-1.8312,-78.1834,258,21,0
2020-06-09,Ecuador,-1.8312,-78.1834,539,48,0
2020-06-10,Ecuador,-1.8312,-78.1834,523,30,842
2020-06-11,Ecuador,-1.8312,-78.1834,0,0,0
2020-06-12,Ecuador,-1.8312,-78.1834,1338,108,817
2020-06-13,Ecuador,-1.8312,-78.1834,578,46,186
2020-06-14,Ecuador,-1.8312,-78.1834,395,22,199
2020-06-15,Ecuador,-1.8312,-78.1834,571,33,285
2020-06-16,Ecuador,-1.8312,-78.1834,621,41,335
2020-06-17,Ecuador,-1.8312,-78.1834,547,37,197
2020-06-18,Ecuador,-1.8312,-78.1834,607,80,242
2020-06-19,Ecuador,-1.8312,-78.1834,634,69,323
2020-06-20,Ecuador,-1.8312,-78.1834,0,0,0
2020-06-21,Ecuador,-1.8312,-78.1834,909,67,545
2020-06-22,Ecuador,-1.8312,-78.1834,0,0,0
2020-06-23,Ecuador,-1.8312,-78.1834,1003,51,0
2020-06-24,Ecuador,-1.8312,-78.1834,0,0,0
2020-06-25,Ecuador,-1.8312,-78.1834,1513,69,1106
2020-06-26,Ecuador,-1.8312,-78.1834,700,63,396
2020-06-27,Ecuador,-1.8312,-78.1834,718,18,427
2020-06-28,Ecuador,-1.8312,-78.1834,681,5,138
2020-06-29,Ecuador,-1.8312,-78.1834,410,73,372
2020-06-30,Ecuador,-1.8312,-78.1834,767,25,164
2020-07-01,Ecuador,-1.8312,-78.1834,1825,49,293
2020-07-02,Ecuador,-1.8312,-78.1834,1211,63,145
2020-07-03,Ecuador,-1.8312,-78.1834,1189,61,359
2020-07-04,Ecuador,-1.8312,-78.1834,878,69,116
2020-07-05,Ecuador,-1.8312,-78.1834,423,12,215
2020-07-06,Ecuador,-1.8312,-78.1834,422,40,150
2020-07-07,Ecuador,-1.8312,-78.1834,865,52,199
2020-07-08,Ecuador,-1.8312,-78.1834,0,0,0
2020-01-22,Egypt,26,30,0,0,0
2020-01-23,Egypt,26,30,0,0,0
2020-01-24,Egypt,26,30,0,0,0
2020-01-25,Egypt,26,30,0,0,0
2020-01-26,Egypt,26,30,0,0,0
2020-01-27,Egypt,26,30,0,0,0
2020-01-28,Egypt,26,30,0,0,0
2020-01-29,Egypt,26,30,0,0,0
2020-01-30,Egypt,26,30,0,0,0
2020-01-31,Egypt,26,30,0,0,0
2020-02-01,Egypt,26,30,0,0,0
2020-02-02,Egypt,26,30,0,0,0
2020-02-03,Egypt,26,30,0,0,0
2020-02-04,Egypt,26,30,0,0,0
2020-02-05,Egypt,26,30,0,0,0
2020-02-06,Egypt,26,30,0,0,0
2020-02-07,Egypt,26,30,0,0,0
2020-02-08,Egypt,26,30,0,0,0
2020-02-09,Egypt,26,30,0,0,0
2020-02-10,Egypt,26,30,0,0,0
2020-02-11,Egypt,26,30,0,0,0
2020-02-12,Egypt,26,30,0,0,0
2020-02-13,Egypt,26,30,0,0,0
2020-02-14,Egypt,26,30,1,0,0
2020-02-15,Egypt,26,30,0,0,0
2020-02-16,Egypt,26,30,0,0,0
2020-02-17,Egypt,26,30,0,0,0
2020-02-18,Egypt,26,30,0,0,0
2020-02-19,Egypt,26,30,0,0,0
2020-02-20,Egypt,26,30,0,0,0
2020-02-21,Egypt,26,30,0,0,0
2020-02-22,Egypt,26,30,0,0,0
2020-02-23,Egypt,26,30,0,0,0
2020-02-24,Egypt,26,30,0,0,0
2020-02-25,Egypt,26,30,0,0,0
2020-02-26,Egypt,26,30,0,0,0
2020-02-27,Egypt,26,30,0,0,0
2020-02-28,Egypt,26,30,0,0,1
2020-02-29,Egypt,26,30,0,0,0
2020-03-01,Egypt,26,30,1,0,0
2020-03-02,Egypt,26,30,0,0,0
2020-03-03,Egypt,26,30,0,0,0
2020-03-04,Egypt,26,30,0,0,0
2020-03-05,Egypt,26,30,1,0,0
2020-03-06,Egypt,26,30,12,0,0
2020-03-07,Egypt,26,30,0,0,0
2020-03-08,Egypt,26,30,34,1,0
2020-03-09,Egypt,26,30,6,0,0
2020-03-10,Egypt,26,30,4,0,0
2020-03-11,Egypt,26,30,1,0,26
2020-03-12,Egypt,26,30,7,0,0
2020-03-13,Egypt,26,30,13,1,0
2020-03-14,Egypt,26,30,29,0,0
2020-03-15,Egypt,26,30,1,0,6
2020-03-16,Egypt,26,30,40,0,6
2020-03-17,Egypt,26,30,46,2,5
2020-03-18,Egypt,26,30,0,2,0
2020-03-19,Egypt,26,30,60,0,0
2020-03-20,Egypt,26,30,29,2,7
2020-03-21,Egypt,26,30,9,2,2
2020-03-22,Egypt,26,30,33,4,15
2020-03-23,Egypt,26,30,39,5,0
2020-03-24,Egypt,26,30,36,1,24
2020-03-25,Egypt,26,30,54,1,15
2020-03-26,Egypt,26,30,39,3,7
2020-03-27,Egypt,26,30,41,6,14
2020-03-28,Egypt,26,30,40,6,5
2020-03-29,Egypt,26,30,33,4,11
2020-03-30,Egypt,26,30,47,1,18
2020-03-31,Egypt,26,30,54,5,7
2020-04-01,Egypt,26,30,69,6,22
2020-04-02,Egypt,26,30,86,6,22
2020-04-03,Egypt,26,30,120,8,15
2020-04-04,Egypt,26,30,85,5,25
2020-04-05,Egypt,26,30,103,7,6
2020-04-06,Egypt,26,30,149,7,12
2020-04-07,Egypt,26,30,128,9,17
2020-04-08,Egypt,26,30,110,9,29
2020-04-09,Egypt,26,30,139,15,43
2020-04-10,Egypt,26,30,95,17,36
2020-04-11,Egypt,26,30,145,11,42
2020-04-12,Egypt,26,30,126,13,163
2020-04-13,Egypt,26,30,125,5,0
2020-04-14,Egypt,26,30,160,14,0
2020-04-15,Egypt,26,30,155,5,0
2020-04-16,Egypt,26,30,168,13,7
2020-04-17,Egypt,26,30,171,9,50
2020-04-18,Egypt,26,30,188,19,55
2020-04-19,Egypt,26,30,112,15,31
2020-04-20,Egypt,26,30,189,11,89
2020-04-21,Egypt,26,30,157,14,49
2020-04-22,Egypt,26,30,169,12,65
2020-04-23,Egypt,26,30,232,11,69
2020-04-24,Egypt,26,30,201,7,71
2020-04-25,Egypt,26,30,227,13,39
2020-04-26,Egypt,26,30,215,10,62
2020-04-27,Egypt,26,30,248,20,60
2020-04-28,Egypt,26,30,260,22,68
2020-04-29,Egypt,26,30,226,21,31
2020-04-30,Egypt,26,30,269,12,46
2020-05-01,Egypt,26,30,358,14,79
2020-05-02,Egypt,26,30,298,9,62
2020-05-03,Egypt,26,30,272,14,40
2020-05-04,Egypt,26,30,348,7,70
2020-05-05,Egypt,26,30,388,16,98
2020-05-06,Egypt,26,30,387,17,85
2020-05-07,Egypt,26,30,393,13,72
2020-05-08,Egypt,26,30,495,21,58
2020-05-09,Egypt,26,30,488,11,57
2020-05-10,Egypt,26,30,436,11,73
2020-05-11,Egypt,26,30,346,8,97
2020-05-12,Egypt,26,30,347,11,154
2020-05-13,Egypt,26,30,338,12,160
2020-05-14,Egypt,26,30,398,15,140
2020-05-15,Egypt,26,30,399,21,173
2020-05-16,Egypt,26,30,491,20,151
2020-05-17,Egypt,26,30,510,18,222
2020-05-18,Egypt,26,30,535,15,268
2020-05-19,Egypt,26,30,720,14,302
2020-05-20,Egypt,26,30,745,21,252
2020-05-21,Egypt,26,30,774,16,223
2020-05-22,Egypt,26,30,783,11,157
2020-05-23,Egypt,26,30,727,28,254
2020-05-24,Egypt,26,30,752,29,179
2020-05-25,Egypt,26,30,702,19,93
2020-05-26,Egypt,26,30,789,14,127
2020-05-27,Egypt,26,30,910,19,178
2020-05-28,Egypt,26,30,1127,29,154
2020-05-29,Egypt,26,30,1289,34,152
2020-05-30,Egypt,26,30,1367,34,182
2020-05-31,Egypt,26,30,1536,46,344
2020-06-01,Egypt,26,30,1399,46,410
2020-06-02,Egypt,26,30,1152,47,380
2020-06-03,Egypt,26,30,1079,36,523
2020-06-04,Egypt,26,30,1152,38,406
2020-06-05,Egypt,26,30,1348,40,402
2020-06-06,Egypt,26,30,1497,32,380
2020-06-07,Egypt,26,30,1467,39,423
2020-06-08,Egypt,26,30,1365,34,414
2020-06-09,Egypt,26,30,1385,35,411
2020-06-10,Egypt,26,30,1455,36,503
2020-06-11,Egypt,26,30,1442,35,402
2020-06-12,Egypt,26,30,1577,45,417
2020-06-13,Egypt,26,30,1677,62,421
2020-06-14,Egypt,26,30,1618,91,402
2020-06-15,Egypt,26,30,1691,97,398
2020-06-16,Egypt,26,30,1567,94,401
2020-06-17,Egypt,26,30,1363,84,411
2020-06-18,Egypt,26,30,1218,88,387
2020-06-19,Egypt,26,30,1774,79,400
2020-06-20,Egypt,26,30,1547,89,399
2020-06-21,Egypt,26,30,1475,87,409
2020-06-22,Egypt,26,30,1576,85,397
2020-06-23,Egypt,26,30,1332,87,402
2020-06-24,Egypt,26,30,1420,85,400
2020-06-25,Egypt,26,30,1569,83,403
2020-06-26,Egypt,26,30,1625,87,399
2020-06-27,Egypt,26,30,1168,88,403
2020-06-28,Egypt,26,30,1265,81,399
2020-06-29,Egypt,26,30,1566,83,412
2020-06-30,Egypt,26,30,1557,81,509
2020-07-01,Egypt,26,30,1503,81,421
2020-07-02,Egypt,26,30,1485,86,407
2020-07-03,Egypt,26,30,1412,81,402
2020-07-04,Egypt,26,30,1324,79,413
2020-07-05,Egypt,26,30,1218,63,623
2020-07-06,Egypt,26,30,969,79,512
2020-07-07,Egypt,26,30,1057,67,480
2020-07-08,Egypt,26,30,1025,75,523
2020-01-22,France,46.2276,2.2137,0,0,0
2020-01-23,France,46.2276,2.2137,0,0,0
2020-01-24,France,46.2276,2.2137,2,0,0
2020-01-25,France,46.2276,2.2137,1,0,0
2020-01-26,France,46.2276,2.2137,0,0,0
2020-01-27,France,46.2276,2.2137,0,0,0
2020-01-28,France,46.2276,2.2137,1,0,0
2020-01-29,France,46.2276,2.2137,1,0,0
2020-01-30,France,46.2276,2.2137,0,0,0
2020-01-31,France,46.2276,2.2137,0,0,0
2020-02-01,France,46.2276,2.2137,1,0,0
2020-02-02,France,46.2276,2.2137,0,0,0
2020-02-03,France,46.2276,2.2137,0,0,0
2020-02-04,France,46.2276,2.2137,0,0,0
2020-02-05,France,46.2276,2.2137,0,0,0
2020-02-06,France,46.2276,2.2137,0,0,0
2020-02-07,France,46.2276,2.2137,0,0,0
2020-02-08,France,46.2276,2.2137,5,0,0
2020-02-09,France,46.2276,2.2137,0,0,0
2020-02-10,France,46.2276,2.2137,0,0,0
2020-02-11,France,46.2276,2.2137,0,0,0
2020-02-12,France,46.2276,2.2137,0,0,2
2020-02-13,France,46.2276,2.2137,0,0,0
2020-02-14,France,46.2276,2.2137,0,0,0
2020-02-15,France,46.2276,2.2137,1,1,2
2020-02-16,France,46.2276,2.2137,0,0,0
2020-02-17,France,46.2276,2.2137,0,0,0
2020-02-18,France,46.2276,2.2137,0,0,0
2020-02-19,France,46.2276,2.2137,0,0,0
2020-02-20,France,46.2276,2.2137,0,0,0
2020-02-21,France,46.2276,2.2137,0,0,0
2020-02-22,France,46.2276,2.2137,0,0,0
2020-02-23,France,46.2276,2.2137,0,0,0
2020-02-24,France,46.2276,2.2137,0,0,0
2020-02-25,France,46.2276,2.2137,2,0,7
2020-02-26,France,46.2276,2.2137,4,1,0
2020-02-27,France,46.2276,2.2137,20,0,0
2020-02-28,France,46.2276,2.2137,19,0,0
2020-02-29,France,46.2276,2.2137,43,0,1
2020-03-01,France,46.2276,2.2137,30,0,0
2020-03-02,France,46.2276,2.2137,61,1,0
2020-03-03,France,46.2276,2.2137,13,1,0
2020-03-04,France,46.2276,2.2137,81,0,0
2020-03-05,France,46.2276,2.2137,92,2,0
2020-03-06,France,46.2276,2.2137,276,3,0
2020-03-07,France,46.2276,2.2137,296,2,0
2020-03-08,France,46.2276,2.2137,177,8,0
2020-03-09,France,46.2276,2.2137,83,0,0
2020-03-10,France,46.2276,2.2137,575,14,0
2020-03-11,France,46.2276,2.2137,497,15,0
2020-03-12,France,46.2276,2.2137,0,0,0
2020-03-13,France,46.2276,2.2137,1380,31,0
2020-03-14,France,46.2276,2.2137,808,12,0
2020-03-15,France,46.2276,2.2137,30,0,0
2020-03-16,France,46.2276,2.2137,2134,57,0
2020-03-17,France,46.2276,2.2137,1019,0,0
2020-03-18,France,46.2276,2.2137,1391,0,0
2020-03-19,France,46.2276,2.2137,1828,95,0
2020-03-20,France,46.2276,2.2137,1741,207,0
2020-03-21,France,46.2276,2.2137,1670,112,0
2020-03-22,France,46.2276,2.2137,1736,112,2188
2020-03-23,France,46.2276,2.2137,3838,186,0
2020-03-24,France,46.2276,2.2137,2448,240,1043
2020-03-25,France,46.2276,2.2137,2929,231,657
2020-03-26,France,46.2276,2.2137,3922,365,1048
2020-03-27,France,46.2276,2.2137,3809,299,752
2020-03-28,France,46.2276,2.2137,4611,319,0
2020-03-29,France,46.2276,2.2137,2599,292,1502
2020-03-30,France,46.2276,2.2137,4376,418,725
2020-03-31,France,46.2276,2.2137,7578,499,1517
2020-04-01,France,46.2276,2.2137,4861,880,1490
2020-04-02,France,46.2276,2.2137,2116,984,1494
2020-04-03,France,46.2276,2.2137,5233,1120,1580
2020-04-04,France,46.2276,2.2137,4267,1053,1430
2020-04-05,France,46.2276,2.2137,1873,518,745
2020-04-06,France,46.2276,2.2137,3912,833,1067
2020-04-07,France,46.2276,2.2137,3777,1417,2087
2020-04-08,France,46.2276,2.2137,3881,541,1917
2020-04-09,France,46.2276,2.2137,4286,1341,1952
2020-04-10,France,46.2276,2.2137,4342,987,1726
2020-04-11,France,46.2276,2.2137,3114,635,1459
2020-04-12,France,46.2276,2.2137,26843,561,795
2020-04-13,France,46.2276,2.2137,3665,574,532
2020-04-14,France,46.2276,2.2137,4959,745,794
2020-04-15,France,46.2276,2.2137,3216,1436,1928
2020-04-16,France,46.2276,2.2137,12471,753,1857
2020-04-17,France,46.2276,2.2137,1979,760,1537
2020-04-18,France,46.2276,2.2137,17,642,1545
2020-04-19,France,46.2276,2.2137,4902,391,594
2020-04-20,France,46.2276,2.2137,2380,546,809
2020-04-21,France,46.2276,2.2137,2733,525,1761
2020-04-22,France,46.2276,2.2137,2206,544,1445
2020-04-23,France,46.2276,2.2137,2311,516,1426
2020-04-24,France,46.2276,2.2137,1610,389,1301
2020-04-25,France,46.2276,2.2137,1656,369,1101
2020-04-26,France,46.2276,2.2137,555,242,309
2020-04-27,France,46.2276,2.2137,3742,437,608
2020-04-28,France,46.2276,2.2137,3016,367,1264
2020-04-29,France,46.2276,2.2137,2512,427,1341
2020-04-30,France,46.2276,2.2137,671,289,1234
2020-05-01,France,46.2276,2.2137,0,218,728
2020-05-02,France,46.2276,2.2137,1212,166,451
2020-05-03,France,46.2276,2.2137,296,135,222
2020-05-04,France,46.2276,2.2137,614,304,465
2020-05-05,France,46.2276,2.2137,1049,330,1365
2020-05-06,France,46.2276,2.2137,3530,274,1219
2020-05-07,France,46.2276,2.2137,575,177,1054
2020-05-08,France,46.2276,2.2137,1278,243,694
2020-05-09,France,46.2276,2.2137,440,79,116
2020-05-10,France,46.2276,2.2137,269,70,176
2020-05-11,France,46.2276,2.2137,452,263,507
2020-05-12,France,46.2276,2.2137,728,347,1048
2020-05-13,France,46.2276,2.2137,226,81,751
2020-05-14,France,46.2276,2.2137,731,349,932
2020-05-15,France,46.2276,2.2137,607,104,843
2020-05-16,France,46.2276,2.2137,112,2,1
2020-05-17,France,46.2276,2.2137,33,579,765
2020-05-18,France,46.2276,2.2137,314,131,509
2020-05-19,France,46.2276,2.2137,874,217,830
2020-05-20,France,46.2276,2.2137,641,108,467
2020-05-21,France,46.2276,2.2137,237,83,503
2020-05-22,France,46.2276,2.2137,339,74,341
2020-05-23,France,46.2276,2.2137,319,43,336
2020-05-24,France,46.2276,2.2137,105,33,68
2020-05-25,France,46.2276,2.2137,307,90,581
2020-05-26,France,46.2276,2.2137,279,73,680
2020-05-27,France,46.2276,2.2137,157,66,281
2020-05-28,France,46.2276,2.2137,3265,65,595
2020-05-29,France,46.2276,2.2137,507,52,501
2020-05-30,France,46.2276,2.2137,1800,57,452
2020-05-31,France,46.2276,2.2137,235,31,72
2020-06-01,France,46.2276,2.2137,101,28,3
2020-06-02,France,46.2276,2.2137,840,107,365
2020-06-03,France,46.2276,2.2137,328,81,546
2020-06-04,France,46.2276,2.2137,678,43,479
2020-06-05,France,46.2276,2.2137,552,46,497
2020-06-06,France,46.2276,2.2137,529,31,275
2020-06-07,France,46.2276,2.2137,293,13,1
2020-06-08,France,46.2276,2.2137,98,53,36
2020-06-09,France,46.2276,2.2137,335,84,417
2020-06-10,France,46.2276,2.2137,397,23,296
2020-06-11,France,46.2276,2.2137,358,27,312
2020-06-12,France,46.2276,2.2137,564,28,234
2020-06-13,France,46.2276,2.2137,393,24,205
2020-06-14,France,46.2276,2.2137,291,7,37
2020-06-15,France,46.2276,2.2137,68,29,101
2020-06-16,France,46.2276,2.2137,227,109,224
2020-06-17,France,46.2276,2.2137,311,28,280
2020-06-18,France,46.2276,2.2137,201,28,99
2020-06-19,France,46.2276,2.2137,569,14,174
2020-06-20,France,46.2276,2.2137,436,14,145
2020-06-21,France,46.2276,2.2137,5,6,20
2020-06-22,France,46.2276,2.2137,325,21,76
2020-06-23,France,46.2276,2.2137,382,57,215
2020-06-24,France,46.2276,2.2137,187,9,186
2020-06-25,France,46.2276,2.2137,255,19,184
