Date,continent ,country,lat,long,confirmed,death,recovered
2020-03-12,Asia,"Korea, South",36,128,114,6,45
2020-03-13,Asia,"Korea, South",36,128,110,0,177
2020-03-14,Asia,"Korea, South",36,128,107,6,0
2020-03-15,Asia,"Korea, South",36,128,76,3,0
2020-03-16,Asia,"Korea, South",36,128,74,0,627
2020-03-17,Asia,"Korea, South",36,128,84,6,270
2020-03-18,Asia,"Korea, South",36,128,93,3,133
2020-03-19,Asia,"Korea, South",36,128,152,7,0
2020-03-20,Asia,"Korea, South",36,128,87,3,0
2020-03-21,Asia,"Korea, South",36,128,147,8,0
2020-03-22,Asia,"Korea, South",36,128,162,9,1369
2020-03-23,Asia,"Korea, South",36,128,0,0,0
2020-03-24,Asia,"Korea, South",36,128,76,9,598
2020-03-25,Asia,"Korea, South",36,128,100,6,223
2020-03-26,Asia,"Korea, South",36,128,104,5,414
2020-03-27,Asia,"Korea, South",36,128,91,8,384
2020-03-28,Asia,"Korea, South",36,128,146,5,283
2020-03-29,Asia,"Korea, South",36,128,105,8,222
2020-03-30,Asia,"Korea, South",36,128,78,6,195
2020-03-31,Asia,"Korea, South",36,128,125,4,180
2020-04-01,Asia,"Korea, South",36,128,101,3,159
2020-04-02,Asia,"Korea, South",36,128,89,4,261
2020-04-03,Asia,"Korea, South",36,128,86,5,193
2020-04-04,Asia,"Korea, South",36,128,94,3,304
2020-04-05,Asia,"Korea, South",36,128,81,6,138
2020-04-06,Asia,"Korea, South",36,128,47,3,135
2020-04-07,Asia,"Korea, South",36,128,47,6,96
2020-04-08,Asia,"Korea, South",36,128,53,8,82
2020-04-09,Asia,"Korea, South",36,128,39,4,197
2020-04-10,Asia,"Korea, South",36,128,27,4,144
2020-04-11,Asia,"Korea, South",36,128,30,3,126
2020-04-12,Asia,"Korea, South",36,128,32,3,125
2020-04-13,Asia,"Korea, South",36,128,25,3,79
2020-04-14,Asia,"Korea, South",36,128,27,5,87
2020-04-15,Asia,"Korea, South",36,128,27,3,82
2020-04-16,Asia,"Korea, South",36,128,22,4,141
2020-04-17,Asia,"Korea, South",36,128,22,1,72
2020-04-18,Asia,"Korea, South",36,128,18,2,108
2020-04-19,Asia,"Korea, South",36,128,8,2,105
2020-04-20,Asia,"Korea, South",36,128,13,2,72
2020-04-21,Asia,"Korea, South",36,128,9,1,99
2020-04-22,Asia,"Korea, South",36,128,11,1,64
2020-04-23,Asia,"Korea, South",36,128,14,2,224
2020-04-24,Asia,"Korea, South",36,128,10,0,134
2020-04-25,Asia,"Korea, South",36,128,10,2,82
2020-04-26,Asia,"Korea, South",36,128,10,1,47
2020-04-27,Asia,"Korea, South",36,128,14,1,90
2020-04-28,Asia,"Korea, South",36,128,9,2,68
2020-04-29,Asia,"Korea, South",36,128,4,1,137
2020-04-30,Asia,"Korea, South",36,128,9,1,13
2020-05-01,Asia,"Korea, South",36,128,6,2,51
2020-05-02,Asia,"Korea, South",36,128,13,0,60
2020-05-03,Asia,"Korea, South",36,128,8,2,34
2020-05-04,Asia,"Korea, South",36,128,3,2,66
2020-05-05,Asia,"Korea, South",36,128,2,1,50
2020-05-06,Asia,"Korea, South",36,128,4,1,86
2020-05-07,Asia,"Korea, South",36,128,12,0,65
2020-05-08,Asia,"Korea, South",36,128,18,0,84
2020-05-09,Asia,"Korea, South",36,128,34,0,42
2020-05-10,Asia,"Korea, South",36,128,35,0,22
2020-05-11,Asia,"Korea, South",36,128,27,2,38
2020-05-12,Asia,"Korea, South",36,128,26,1,25
2020-05-13,Asia,"Korea, South",36,128,29,1,67
2020-05-14,Asia,"Korea, South",36,128,27,0,59
2020-05-15,Asia,"Korea, South",36,128,19,2,30
2020-05-16,Asia,"Korea, South",36,128,13,0,37
2020-05-17,Asia,"Korea, South",36,128,15,1,16
2020-05-18,Asia,"Korea, South",36,128,13,0,34
2020-05-19,Asia,"Korea, South",36,128,32,0,128
2020-05-20,Asia,"Korea, South",36,128,12,1,69
2020-05-21,Asia,"Korea, South",36,128,20,0,27
2020-05-22,Asia,"Korea, South",36,128,23,2,32
2020-05-23,Asia,"Korea, South",36,128,25,0,19
2020-05-24,Asia,"Korea, South",36,128,16,1,13
2020-05-25,Asia,"Korea, South",36,128,19,2,49
2020-05-26,Asia,"Korea, South",36,128,40,0,20
2020-05-27,Asia,"Korea, South",36,128,79,0,45
2020-05-28,Asia,"Korea, South",36,128,58,0,23
2020-05-29,Asia,"Korea, South",36,128,39,0,35
2020-05-30,Asia,"Korea, South",36,128,27,1,7
2020-05-31,Asia,"Korea, South",36,128,35,1,17
2020-06-01,Asia,"Korea, South",36,128,38,1,24
2020-06-02,Asia,"Korea, South",36,128,49,1,21
2020-06-03,Asia,"Korea, South",36,128,39,0,32
2020-06-04,Asia,"Korea, South",36,128,39,0,7
2020-06-05,Asia,"Korea, South",36,128,51,0,25
2020-06-06,Asia,"Korea, South",36,128,57,0,21
2020-06-07,Asia,"Korea, South",36,128,38,0,11
2020-06-08,Asia,"Korea, South",36,128,38,1,26
2020-06-09,Asia,"Korea, South",36,128,50,2,22
2020-06-10,Asia,"Korea, South",36,128,45,0,43
2020-06-11,Asia,"Korea, South",36,128,56,1,15
2020-06-12,Asia,"Korea, South",36,128,48,0,22
2020-06-13,Asia,"Korea, South",36,128,34,0,27
2020-06-14,Asia,"Korea, South",36,128,36,0,12
2020-06-15,Asia,"Korea, South",36,128,34,1,30
2020-06-16,Asia,"Korea, South",36,128,43,1,14
2020-06-17,Asia,"Korea, South",36,128,59,1,26
2020-06-18,Asia,"Korea, South",36,128,49,0,35
2020-06-19,Asia,"Korea, South",36,128,67,0,21
2020-06-20,Asia,"Korea, South",36,128,48,0,12
2020-06-21,Asia,"Korea, South",36,128,17,0,13
2020-06-22,Asia,"Korea, South",36,128,46,1,27
2020-06-23,Asia,"Korea, South",36,128,51,0,22
2020-06-24,Asia,"Korea, South",36,128,28,1,44
2020-06-25,Asia,"Korea, South",36,128,39,0,198
2020-06-26,Asia,"Korea, South",36,128,51,0,145
2020-06-27,Asia,"Korea, South",36,128,62,0,47
2020-06-28,Asia,"Korea, South",36,128,42,0,65
2020-06-29,Asia,"Korea, South",36,128,43,0,108
2020-06-30,Asia,"Korea, South",36,128,50,0,76
2020-07-01,Asia,"Korea, South",36,128,54,0,71
2020-07-02,Asia,"Korea, South",36,128,63,0,75
2020-07-03,Asia,"Korea, South",36,128,63,1,52
2020-07-04,Asia,"Korea, South",36,128,61,0,21
2020-07-05,Asia,"Korea, South",36,128,46,1,16
2020-07-06,Asia,"Korea, South",36,128,44,1,66
2020-07-07,Asia,"Korea, South",36,128,63,0,56
2020-07-08,Asia,"Korea, South",36,128,49,2,49
2020-01-22,Asia,Japan,36,138,2,0,0
2020-01-23,Asia,Japan,36,138,0,0,0
2020-01-24,Asia,Japan,36,138,0,0,0
2020-01-25,Asia,Japan,36,138,0,0,0
2020-01-26,Asia,Japan,36,138,2,0,1
2020-01-27,Asia,Japan,36,138,0,0,0
2020-01-28,Asia,Japan,36,138,3,0,0
2020-01-29,Asia,Japan,36,138,0,0,0
2020-01-30,Asia,Japan,36,138,4,0,0
2020-01-31,Asia,Japan,36,138,4,0,0
2020-02-01,Asia,Japan,36,138,5,0,0
2020-02-02,Asia,Japan,36,138,0,0,0
2020-02-03,Asia,Japan,36,138,0,0,0
2020-02-04,Asia,Japan,36,138,2,0,0
2020-02-05,Asia,Japan,36,138,1,0,0
2020-02-06,Asia,Japan,36,138,0,0,0
2020-02-07,Asia,Japan,36,138,0,0,0
2020-02-08,Asia,Japan,36,138,1,0,0
2020-02-09,Asia,Japan,36,138,0,0,0
2020-02-10,Asia,Japan,36,138,2,0,3
2020-02-11,Asia,Japan,36,138,1,0,5
2020-02-12,Asia,Japan,36,138,1,0,0
2020-02-13,Asia,Japan,36,138,5,1,0
2020-02-14,Asia,Japan,36,138,10,0,0
2020-02-15,Asia,Japan,36,138,11,0,3
2020-02-16,Asia,Japan,36,138,6,0,0
2020-02-17,Asia,Japan,36,138,7,0,0
2020-02-18,Asia,Japan,36,138,12,1,1
2020-02-19,Asia,Japan,36,138,6,0,5
2020-02-20,Asia,Japan,36,138,10,0,0
2020-02-21,Asia,Japan,36,138,17,0,4
2020-02-22,Asia,Japan,36,138,25,0,0
2020-02-23,Asia,Japan,36,138,12,0,0
2020-02-24,Asia,Japan,36,138,11,0,0
2020-02-25,Asia,Japan,36,138,13,1,0
2020-02-26,Asia,Japan,36,138,19,0,0
2020-02-27,Asia,Japan,36,138,26,1,0
2020-02-28,Asia,Japan,36,138,18,1,0
2020-02-29,Asia,Japan,36,138,9,1,10
2020-03-01,Asia,Japan,36,138,14,0,0
2020-03-02,Asia,Japan,36,138,19,0,0
2020-03-03,Asia,Japan,36,138,20,0,11
2020-03-04,Asia,Japan,36,138,35,1,0
2020-03-05,Asia,Japan,36,138,32,0,0
2020-03-06,Asia,Japan,36,138,55,0,3
2020-03-07,Asia,Japan,36,138,46,0,30
2020-03-08,Asia,Japan,36,138,33,1,0
2020-03-09,Asia,Japan,36,138,28,2,0
2020-03-10,Asia,Japan,36,138,58,3,25
2020-03-11,Asia,Japan,36,138,55,2,17
2020-03-12,Asia,Japan,36,138,56,4,0
2020-03-13,Asia,Japan,36,138,37,2,0
2020-03-14,Asia,Japan,36,138,62,1,0
2020-03-15,Asia,Japan,36,138,31,2,0
2020-03-16,Asia,Japan,36,138,17,6,26
2020-03-17,Asia,Japan,36,138,50,0,0
2020-03-18,Asia,Japan,36,138,35,2,0
2020-03-19,Asia,Japan,36,138,40,1,6
2020-03-20,Asia,Japan,36,138,54,1,41
2020-03-21,Asia,Japan,36,138,37,2,41
2020-03-22,Asia,Japan,36,138,45,4,3
2020-03-23,Asia,Japan,36,138,40,1,0
2020-03-24,Asia,Japan,36,138,73,1,50
2020-03-25,Asia,Japan,36,138,97,3,25
2020-03-26,Asia,Japan,36,138,102,2,49
2020-03-27,Asia,Japan,36,138,114,6,13
2020-03-28,Asia,Japan,36,138,198,3,32
2020-03-29,Asia,Japan,36,138,179,7,20
2020-03-30,Asia,Japan,36,138,94,2,0
2020-03-31,Asia,Japan,36,138,254,2,0
2020-04-01,Asia,Japan,36,138,280,5,48
2020-04-02,Asia,Japan,36,138,283,3,0
2020-04-03,Asia,Japan,36,138,336,6,42
2020-04-04,Asia,Japan,36,138,371,6,0
2020-04-05,Asia,Japan,36,138,351,6,0
2020-04-06,Asia,Japan,36,138,234,3,61
2020-04-07,Asia,Japan,36,138,375,2,17
2020-04-08,Asia,Japan,36,138,535,7,30
2020-04-09,Asia,Japan,36,138,594,8,10
2020-04-10,Asia,Japan,36,138,636,12,53
2020-04-11,Asia,Japan,36,138,701,13,77
2020-04-12,Asia,Japan,36,138,522,9,0
2020-04-13,Asia,Japan,36,138,300,9,22
2020-04-14,Asia,Japan,36,138,504,14,15
2020-04-15,Asia,Japan,36,138,558,16,54
2020-04-16,Asia,Japan,36,138,563,18,48
2020-04-17,Asia,Japan,36,138,560,13,34
2020-04-18,Asia,Japan,36,138,590,19,134
2020-04-19,Asia,Japan,36,138,366,19,90
2020-04-20,Asia,Japan,36,138,344,20,0
2020-04-21,Asia,Japan,36,138,383,28,80
2020-04-22,Asia,Japan,36,138,396,20,117
2020-04-23,Asia,Japan,36,138,432,28,138
2020-04-24,Asia,Japan,36,138,385,9,36
2020-04-25,Asia,Japan,36,138,332,19,126
2020-04-26,Asia,Japan,36,138,219,16,153
2020-04-27,Asia,Japan,36,138,171,22,90
2020-04-28,Asia,Japan,36,138,284,19,0
2020-04-29,Asia,Japan,36,138,216,18,469
2020-04-30,Asia,Japan,36,138,208,27,92
2020-05-01,Asia,Japan,36,138,274,29,515
2020-05-02,Asia,Japan,36,138,303,26,230
2020-05-03,Asia,Japan,36,138,200,24,776
2020-05-04,Asia,Japan,36,138,168,22,175
2020-05-05,Asia,Japan,36,138,125,11,340
2020-05-06,Asia,Japan,36,138,101,12,0
2020-05-07,Asia,Japan,36,138,98,12,422
2020-05-08,Asia,Japan,36,138,87,17,228
2020-05-09,Asia,Japan,36,138,115,20,760
2020-05-10,Asia,Japan,36,138,69,12,2221
2020-05-11,Asia,Japan,36,138,37,19,166
2020-05-12,Asia,Japan,36,138,87,22,238
2020-05-13,Asia,Japan,36,138,50,19,389
2020-05-14,Asia,Japan,36,138,98,16,948
2020-05-15,Asia,Japan,36,138,52,18,470
2020-05-16,Asia,Japan,36,138,54,18,0
2020-05-17,Asia,Japan,36,138,24,9,815
2020-05-18,Asia,Japan,36,138,33,9,411
2020-05-19,Asia,Japan,36,138,28,9,0
2020-05-20,Asia,Japan,36,138,34,13,0
2020-05-21,Asia,Japan,36,138,41,8,1108
2020-05-22,Asia,Japan,36,138,23,10,333
2020-05-23,Asia,Japan,36,138,25,9,239
2020-05-24,Asia,Japan,36,138,41,7,169
2020-05-25,Asia,Japan,36,138,21,5,199
2020-05-26,Asia,Japan,36,138,30,6,198
2020-05-27,Asia,Japan,36,138,26,7,163
2020-05-28,Asia,Japan,36,138,70,11,123
2020-05-29,Asia,Japan,36,138,75,6,117
2020-05-30,Asia,Japan,36,138,43,7,54
2020-05-31,Asia,Japan,36,138,35,4,75
2020-06-01,Asia,Japan,36,138,36,1,121
2020-06-02,Asia,Japan,36,138,50,3,122
2020-06-03,Asia,Japan,36,138,30,3,117
2020-06-04,Asia,Japan,36,138,44,6,83
2020-06-05,Asia,Japan,36,138,47,5,140
2020-06-06,Asia,Japan,36,138,42,1,2
2020-06-07,Asia,Japan,36,138,39,2,63
2020-06-08,Asia,Japan,36,138,21,3,53
2020-06-09,Asia,Japan,36,138,51,0,98
2020-06-10,Asia,Japan,36,138,35,2,76
2020-06-11,Asia,Japan,36,138,41,0,16
2020-06-12,Asia,Japan,36,138,63,2,129
2020-06-13,Asia,Japan,36,138,43,3,96
2020-06-14,Asia,Japan,36,138,76,0,56
2020-06-15,Asia,Japan,36,138,70,2,53
2020-06-16,Asia,Japan,36,138,45,5,85
2020-06-17,Asia,Japan,36,138,46,1,101
2020-06-18,Asia,Japan,36,138,58,0,0
2020-06-19,Asia,Japan,36,138,70,16,91
2020-06-20,Asia,Japan,36,138,67,4,104
2020-06-21,Asia,Japan,36,138,55,0,0
2020-06-22,Asia,Japan,36,138,40,0,9
2020-06-23,Asia,Japan,36,138,59,10,139
2020-06-24,Asia,Japan,36,138,84,2,5
2020-06-25,Asia,Japan,36,138,92,4,41
2020-06-26,Asia,Japan,36,138,107,0,82
2020-06-27,Asia,Japan,36,138,92,0,69
2020-06-28,Asia,Japan,36,138,112,1,34
2020-06-29,Asia,Japan,36,138,110,0,61
2020-06-30,Asia,Japan,36,138,139,0,70
2020-07-01,Asia,Japan,36,138,223,4,105
2020-07-02,Asia,Japan,36,138,217,1,52
2020-07-03,Asia,Japan,36,138,130,0,106
2020-07-04,Asia,Japan,36,138,276,0,111
2020-07-05,Asia,Japan,36,138,207,0,38
2020-07-06,Asia,Japan,36,138,180,1,137
2020-07-07,Asia,Japan,36,138,207,3,50
2020-07-08,Asia,Japan,36,138,206,1,0
2020-01-22,Europe,Belgium,50.8333,4,0,0,0
2020-01-23,Europe,Belgium,50.8333,4,0,0,0
2020-01-24,Europe,Belgium,50.8333,4,0,0,0
2020-01-25,Europe,Belgium,50.8333,4,0,0,0
2020-01-26,Europe,Belgium,50.8333,4,0,0,0
2020-01-27,Europe,Belgium,50.8333,4,0,0,0
2020-01-28,Europe,Belgium,50.8333,4,0,0,0
2020-01-29,Europe,Belgium,50.8333,4,0,0,0
2020-01-30,Europe,Belgium,50.8333,4,0,0,0
2020-01-31,Europe,Belgium,50.8333,4,0,0,0
2020-02-01,Europe,Belgium,50.8333,4,0,0,0
2020-02-02,Europe,Belgium,50.8333,4,0,0,0
2020-02-03,Europe,Belgium,50.8333,4,0,0,0
2020-02-04,Europe,Belgium,50.8333,4,1,0,0
2020-02-05,Europe,Belgium,50.8333,4,0,0,0
2020-02-06,Europe,Belgium,50.8333,4,0,0,0
2020-02-07,Europe,Belgium,50.8333,4,0,0,0
2020-02-08,Europe,Belgium,50.8333,4,0,0,0
2020-02-09,Europe,Belgium,50.8333,4,0,0,0
2020-02-10,Europe,Belgium,50.8333,4,0,0,0
2020-02-11,Europe,Belgium,50.8333,4,0,0,0
2020-02-12,Europe,Belgium,50.8333,4,0,0,0
2020-02-13,Europe,Belgium,50.8333,4,0,0,0
2020-02-14,Europe,Belgium,50.8333,4,0,0,0
2020-02-15,Europe,Belgium,50.8333,4,0,0,0
2020-02-16,Europe,Belgium,50.8333,4,0,0,0
2020-02-17,Europe,Belgium,50.8333,4,0,0,1
2020-02-18,Europe,Belgium,50.8333,4,0,0,0
2020-02-19,Europe,Belgium,50.8333,4,0,0,0
2020-02-20,Europe,Belgium,50.8333,4,0,0,0
2020-02-21,Europe,Belgium,50.8333,4,0,0,0
2020-02-22,Europe,Belgium,50.8333,4,0,0,0
2020-02-23,Europe,Belgium,50.8333,4,0,0,0
2020-02-24,Europe,Belgium,50.8333,4,0,0,0
2020-02-25,Europe,Belgium,50.8333,4,0,0,0
2020-02-26,Europe,Belgium,50.8333,4,0,0,0
2020-02-27,Europe,Belgium,50.8333,4,0,0,0
2020-02-28,Europe,Belgium,50.8333,4,0,0,0
2020-02-29,Europe,Belgium,50.8333,4,0,0,0
2020-03-01,Europe,Belgium,50.8333,4,1,0,0
2020-03-02,Europe,Belgium,50.8333,4,6,0,0
2020-03-03,Europe,Belgium,50.8333,4,5,0,0
2020-03-04,Europe,Belgium,50.8333,4,10,0,0
2020-03-05,Europe,Belgium,50.8333,4,27,0,0
2020-03-06,Europe,Belgium,50.8333,4,59,0,0
2020-03-07,Europe,Belgium,50.8333,4,60,0,0
2020-03-08,Europe,Belgium,50.8333,4,31,0,0
2020-03-09,Europe,Belgium,50.8333,4,39,0,0
2020-03-10,Europe,Belgium,50.8333,4,28,0,0
2020-03-11,Europe,Belgium,50.8333,4,47,3,0
2020-03-12,Europe,Belgium,50.8333,4,0,0,0
2020-03-13,Europe,Belgium,50.8333,4,245,0,0
2020-03-14,Europe,Belgium,50.8333,4,130,1,0
2020-03-15,Europe,Belgium,50.8333,4,197,0,0
2020-03-16,Europe,Belgium,50.8333,4,172,1,0
2020-03-17,Europe,Belgium,50.8333,4,185,5,0
2020-03-18,Europe,Belgium,50.8333,4,243,4,30
2020-03-19,Europe,Belgium,50.8333,4,309,7,0
2020-03-20,Europe,Belgium,50.8333,4,462,16,30
2020-03-21,Europe,Belgium,50.8333,4,558,30,262
2020-03-22,Europe,Belgium,50.8333,4,586,8,0
2020-03-23,Europe,Belgium,50.8333,4,342,13,0
2020-03-24,Europe,Belgium,50.8333,4,526,34,198
2020-03-25,Europe,Belgium,50.8333,4,668,56,86
2020-03-26,Europe,Belgium,50.8333,4,1298,42,128
2020-03-27,Europe,Belgium,50.8333,4,1049,69,183
2020-03-28,Europe,Belgium,50.8333,4,1850,64,205
2020-03-29,Europe,Belgium,50.8333,4,1702,78,296
2020-03-30,Europe,Belgium,50.8333,4,1063,82,168
2020-03-31,Europe,Belgium,50.8333,4,876,192,169
2020-04-01,Europe,Belgium,50.8333,4,1189,123,436
2020-04-02,Europe,Belgium,50.8333,4,1384,183,363
2020-04-03,Europe,Belgium,50.8333,4,1422,132,377
2020-04-04,Europe,Belgium,50.8333,4,1661,140,375
2020-04-05,Europe,Belgium,50.8333,4,1260,164,504
2020-04-06,Europe,Belgium,50.8333,4,1123,185,235
2020-04-07,Europe,Belgium,50.8333,4,1380,403,171
2020-04-08,Europe,Belgium,50.8333,4,1209,205,524
2020-04-09,Europe,Belgium,50.8333,4,1580,283,483
2020-04-10,Europe,Belgium,50.8333,4,1684,496,404
2020-04-11,Europe,Belgium,50.8333,4,1351,327,418
2020-04-12,Europe,Belgium,50.8333,4,1629,254,477
2020-04-13,Europe,Belgium,50.8333,4,942,303,244
2020-04-14,Europe,Belgium,50.8333,4,530,254,161
2020-04-15,Europe,Belgium,50.8333,4,2454,283,239
2020-04-16,Europe,Belgium,50.8333,4,1236,417,455
2020-04-17,Europe,Belgium,50.8333,4,1329,306,399
2020-04-18,Europe,Belgium,50.8333,4,1045,290,387
2020-04-19,Europe,Belgium,50.8333,4,1313,230,409
2020-04-20,Europe,Belgium,50.8333,4,1487,145,138
2020-04-21,Europe,Belgium,50.8333,4,973,170,107
2020-04-22,Europe,Belgium,50.8333,4,933,264,431
2020-04-23,Europe,Belgium,50.8333,4,908,228,367
2020-04-24,Europe,Belgium,50.8333,4,1496,189,322
2020-04-25,Europe,Belgium,50.8333,4,1032,238,295
2020-04-26,Europe,Belgium,50.8333,4,809,177,368
2020-04-27,Europe,Belgium,50.8333,4,553,113,93
2020-04-28,Europe,Belgium,50.8333,4,647,124,65
2020-04-29,Europe,Belgium,50.8333,4,525,170,340
2020-04-30,Europe,Belgium,50.8333,4,660,93,293
2020-05-01,Europe,Belgium,50.8333,4,513,109,316
2020-05-02,Europe,Belgium,50.8333,4,485,62,319
2020-05-03,Europe,Belgium,50.8333,4,389,79,98
2020-05-04,Europe,Belgium,50.8333,4,361,80,69
2020-05-05,Europe,Belgium,50.8333,4,242,92,63
2020-05-06,Europe,Belgium,50.8333,4,272,323,290
2020-05-07,Europe,Belgium,50.8333,4,639,76,249
2020-05-08,Europe,Belgium,50.8333,4,591,106,221
2020-05-09,Europe,Belgium,50.8333,4,585,60,210
2020-05-10,Europe,Belgium,50.8333,4,485,75,231
2020-05-11,Europe,Belgium,50.8333,4,368,51,55
2020-05-12,Europe,Belgium,50.8333,4,330,54,35
2020-05-13,Europe,Belgium,50.8333,4,202,82,205
2020-05-14,Europe,Belgium,50.8333,4,307,60,174
2020-05-15,Europe,Belgium,50.8333,4,356,56,190
2020-05-16,Europe,Belgium,50.8333,4,345,46,159
2020-05-17,Europe,Belgium,50.8333,4,291,47,170
2020-05-18,Europe,Belgium,50.8333,4,279,28,27
2020-05-19,Europe,Belgium,50.8333,4,232,28,30
2020-05-20,Europe,Belgium,50.8333,4,192,42,160
2020-05-21,Europe,Belgium,50.8333,4,252,36,141
2020-05-22,Europe,Belgium,50.8333,4,276,26,135
2020-05-23,Europe,Belgium,50.8333,4,299,25,32
2020-05-24,Europe,Belgium,50.8333,4,282,43,117
2020-05-25,Europe,Belgium,50.8333,4,250,32,25
2020-05-26,Europe,Belgium,50.8333,4,113,22,23
2020-05-27,Europe,Belgium,50.8333,4,137,30,145
2020-05-28,Europe,Belgium,50.8333,4,257,24,107
2020-05-29,Europe,Belgium,50.8333,4,212,42,110
2020-05-30,Europe,Belgium,50.8333,4,125,23,87
2020-05-31,Europe,Belgium,50.8333,4,195,14,118
2020-06-01,Europe,Belgium,50.8333,4,136,19,32
2020-06-02,Europe,Belgium,50.8333,4,98,19,15
2020-06-03,Europe,Belgium,50.8333,4,70,17,25
2020-06-04,Europe,Belgium,50.8333,4,82,26,89
2020-06-05,Europe,Belgium,50.8333,4,140,18,64
2020-06-06,Europe,Belgium,50.8333,4,165,14,78
2020-06-07,Europe,Belgium,50.8333,4,154,15,101
2020-06-08,Europe,Belgium,50.8333,4,122,11,24
2020-06-09,Europe,Belgium,50.8333,4,89,13,9
2020-06-10,Europe,Belgium,50.8333,4,132,10,68
2020-06-11,Europe,Belgium,50.8333,4,142,7,61
2020-06-12,Europe,Belgium,50.8333,4,108,10,45
2020-06-13,Europe,Belgium,50.8333,4,99,4,49
2020-06-14,Europe,Belgium,50.8333,4,111,5,42
2020-06-15,Europe,Belgium,50.8333,4,71,6,21
2020-06-16,Europe,Belgium,50.8333,4,55,2,15
2020-06-17,Europe,Belgium,50.8333,4,89,12,59
2020-06-18,Europe,Belgium,50.8333,4,104,8,40
2020-06-19,Europe,Belgium,50.8333,4,128,12,27
2020-06-20,Europe,Belgium,50.8333,4,74,1,20
2020-06-21,Europe,Belgium,50.8333,4,0,0,0
2020-06-22,Europe,Belgium,50.8333,4,0,0,0
2020-06-23,Europe,Belgium,50.8333,4,260,17,0
2020-06-24,Europe,Belgium,50.8333,4,88,9,0
2020-06-25,Europe,Belgium,50.8333,4,109,4,119
2020-06-26,Europe,Belgium,50.8333,4,99,5,28
2020-06-27,Europe,Belgium,50.8333,4,103,1,23
2020-06-28,Europe,Belgium,50.8333,4,86,0,0
2020-06-29,Europe,Belgium,50.8333,4,66,0,0
2020-06-30,Europe,Belgium,50.8333,4,66,15,43
2020-07-01,Europe,Belgium,50.8333,4,82,7,37
2020-07-02,Europe,Belgium,50.8333,4,89,7,23
2020-07-03,Europe,Belgium,50.8333,4,129,4,29
2020-07-04,Europe,Belgium,50.8333,4,111,6,18
2020-07-05,Europe,Belgium,50.8333,4,178,0,0
2020-07-06,Europe,Belgium,50.8333,4,42,3,0
2020-07-07,Europe,Belgium,50.8333,4,0,0,31
2020-07-08,Europe,Belgium,50.8333,4,65,2,16
2020-01-22,South America,Brazil,-14.235,-51.9253,0,0,0
